,color,duration,gross,genres,facenumber_in_poster,language,content_rating,budget,title_year,imdb_score,aspect_ratio,director_avg_gross,director_avg_score,director_movies,actor_average_score,actor_average_gross,actor_movies,gross_class
3511,Color,99.0,2344847.0,Drama|Sport,0.0,English,R,7000000.0,2008.0,6.8,2.35,10200000.0,7.3,1,1.5611111111111111,35539549.75,5,2
3512,Color,91.0,7455447.0,Comedy|Drama|Romance,2.0,English,R,7000000.0,2010.0,6.3,1.85,0.0,0.0,0,1.3277777777777775,4364164.666666667,3,2
3513,Color,100.0,2148212.0,Drama|Family,0.0,English,PG,7000000.0,1999.0,6.3,1.85,0.0,0.0,0,1.7,11881018.666666664,2,2
3514,Color,105.0,2062066.0,Biography|Crime|Drama,3.0,English,R,7000000.0,2002.0,6.6,1.85,1100000.0,6.8,1,3.5074074074074075,23153304.777777776,9,2
3515,Color,99.0,1654367.0,Biography|Drama,0.0,English,R,7000000.0,2006.0,6.4,1.85,0.0,0.0,0,5.327777777777778,69292075.77777778,8,2
3518,Color,99.0,1889522.0,Drama|Sport,2.0,English,G,7000000.0,2009.0,6.5,2.35,0.0,0.0,0,2.7462962962962965,12746809.833333336,9,2
3520,Color,125.0,1110286.0,Drama|Romance,6.0,English,R,4825000.0,2009.0,7.2,2.35,0.0,0.0,0,2.1472222222222226,6120795.194444444,6,2
3523,Color,97.0,1768416.0,Comedy|Drama,0.0,English,R,7000000.0,2010.0,6.3,1.85,21795983.33333333,7.133333333333334,3,0.7333333333333333,7140877.444444444,1,2
3525,Color,95.0,306715.0,Comedy,1.0,English,PG-13,10000000.0,1998.0,2.3,1.85,0.0,0.0,0,0.8444444444444444,321398.0,1,1
3526,Color,106.0,382946.0,Drama,0.0,English,R,7000000.0,2010.0,7.1,2.35,0.0,0.0,0,4.389722222222222,65528203.89444444,24,1
3530,Color,103.0,532988.0,Biography|Drama|Romance,0.0,English,PG-13,7000000.0,2015.0,6.5,1.85,31487293.0,6.7,1,3.687301587301588,47940963.13227514,22,1
3531,Color,108.0,453079.0,Comedy,4.0,English,R,7000000.0,2010.0,5.9,2.35,0.0,0.0,0,4.905555555555555,13703446.444444442,10,1
3533,Color,118.0,46451.0,Comedy|Crime|Thriller,2.0,English,R,7000000.0,2010.0,6.0,1.85,0.0,0.0,0,3.840740740740741,53475913.12962963,13,1
3540,Color,115.0,41400000.0,Western,0.0,English,R,6900000.0,1985.0,7.3,2.35,46700000.0,5.9,1,1.4722222222222219,13511111.111111112,4,5
3542,Color,102.0,7993039.0,Comedy,1.0,English,R,6900000.0,1993.0,7.7,1.85,1227508.0,7.1,1,0.5666666666666667,311983.7777777778,1,2
3547,Color,108.0,49526.0,Comedy|Drama,1.0,English,R,6800000.0,2005.0,7.0,2.35,0.0,0.0,0,3.783333333333333,19039995.077777773,11,1
3548,Color,101.0,10696.0,Crime|Thriller,8.0,English,R,6800000.0,2003.0,6.4,2.35,0.0,0.0,0,0.0,0.0,0,1
3554,Color,99.0,84263837.0,Horror|Mystery,0.0,English,R,6500000.0,2014.0,5.4,2.35,35927406.0,3.7,1,2.248148148148148,14277548.518518515,11,6
3556,Color,112.0,57504069.0,Crime|Drama,2.0,English,R,6000000.0,1991.0,7.8,1.85,0.0,0.0,0,0.0,0.0,0,5
3557,Color,108.0,54215416.0,Biography|Drama|Music,1.0,English,PG-13,6500000.0,1987.0,6.8,1.85,0.0,0.0,0,0.0,0.0,0,5
3559,Color,104.0,31899000.0,Mystery|Romance|Thriller,0.0,English,X,6500000.0,1980.0,7.1,2.35,0.0,0.0,0,0.0,0.0,0,4
3560,Color,108.0,24103594.0,Adventure|Comedy|Drama|Family,0.0,English,PG,6500000.0,1993.0,6.2,1.85,0.0,0.0,0,0.5888888888888889,217081.3333333333,1,4
3561,Color,102.0,16842303.0,Comedy|Crime,3.0,English,R,6500000.0,1999.0,7.3,2.35,4505922.0,7.4,1,0.0,0.0,0,3
3562,Color,88.0,13367101.0,Comedy|Drama|Romance,2.0,English,R,6500000.0,2006.0,5.9,2.35,4186931.0,6.9,1,0.6333333333333334,3166845.0,1,3
3564,Color,91.0,10149779.0,Horror|Sci-Fi|Thriller,0.0,English,PG-13,6500000.0,1999.0,3.6,2.35,0.0,0.0,0,2.262962962962963,19680935.722222224,7,3
3568,Color,100.0,2024854.0,Drama|Western,2.0,English,PG-13,6500000.0,2005.0,6.6,2.35,0.0,0.0,0,0.6888888888888891,2764555.5555555555,1,2
3570,Color,97.0,1029017.0,Drama|Romance,2.0,English,R,6500000.0,2004.0,6.8,2.35,0.0,0.0,0,2.185185185185185,9675423.814814812,7,2
3572,Color,105.0,66637.0,Drama|Romance|War,0.0,English,R,6500000.0,2009.0,7.2,2.35,0.0,0.0,0,3.9830687830687834,20297257.2989418,23,1
3580,Color,123.0,2122561.0,Comedy|Romance,6.0,English,R,6000000.0,1995.0,7.2,1.85,3151130.0,7.8,1,0.8666666666666667,350125.55555555556,1,2
3581,Color,110.0,181360000.0,Musical|Romance,2.0,English,PG-13,6000000.0,1978.0,7.2,2.35,0.0,0.0,0,0.8444444444444444,5144444.444444445,1,8
3583,Color,122.0,119078393.0,Documentary|Drama|War,0.0,English,R,6000000.0,2004.0,7.5,1.85,6706368.0,7.5,1,0.0,0.0,0,7
3584,Color,110.0,102308900.0,Biography|Crime|Drama|Western,1.0,English,M,6000000.0,1969.0,8.1,2.35,0.0,0.0,0,0.0,0.0,0,7
3585,Color,139.0,102300000.0,Comedy|Family|Fantasy|Musical,2.0,English,Approved,6000000.0,1964.0,7.8,1.66,0.0,0.0,0,0.0,0.0,0,7
3586,Color,124.0,54800000.0,Drama,3.0,English,R,6000000.0,1980.0,7.8,1.85,0.0,0.0,0,0.0,0.0,0,5
3587,Color,120.0,24004159.0,Action|Adventure|Comedy,0.0,English,PG,110000000.0,2004.0,5.8,2.35,161487252.0,6.1,1,2.3277777777777784,16520254.444444446,4,4
3588,Color,152.0,43650000.0,Crime|Drama|Musical|Romance|Thriller,0.0,English,Unrated,6000000.0,1961.0,7.6,2.2,0.0,0.0,0,0.0,0.0,0,5
3589,Color,98.0,39800000.0,Comedy|Sport,3.0,English,R,6000000.0,1980.0,7.4,1.85,0.0,0.0,0,0.0,0.0,0,4
3590,Color,106.0,27457409.0,Comedy|Drama,4.0,English,R,6000000.0,2001.0,6.3,1.85,0.0,0.0,0,2.1333333333333333,7112361.888888887,3,4
3591,Color,106.0,25047631.0,Comedy|Drama|Romance,0.0,English,R,6000000.0,1999.0,6.9,1.85,0.0,0.0,0,0.6777777777777777,11259374.888888888,1,4
3592,Color,106.0,23272306.0,Crime|Drama|Mystery|Thriller,4.0,English,R,6000000.0,1995.0,8.6,2.35,0.0,0.0,0,2.5444444444444443,18383238.11111111,3,4
3593, Black and White,89.0,22168359.0,Fantasy|Horror|Romance|Thriller,0.0,English,X,8000000.0,1989.0,5.1,1.85,0.0,0.0,0,0.0,0.0,0,4
3595,Color,109.0,26236603.0,Drama|Sport,0.0,English,R,6000000.0,2008.0,7.9,2.35,5655167.333333332,7.7333333333333325,3,2.311111111111112,8698718.805555556,8,4
3596,Color,144.0,20400000.0,Drama|Romance|Western,0.0,English,Unrated,8000000.0,1946.0,6.9,1.37,0.0,0.0,0,0.0,0.0,0,4
3597,Color,90.0,18621249.0,Comedy,9.0,English,PG-13,6000000.0,2000.0,7.5,1.85,2892582.0,7.6,1,3.740740740740741,46545217.09259259,10,3
3599,Color,121.0,14545844.0,Comedy|Drama|Musical,4.0,English,R,6500000.0,1988.0,5.8,1.85,7137502.0,6.5,1,0.7666666666666667,4305265.0,1,3
3600,Color,89.0,13235267.0,Comedy|Family,2.0,English,PG,6000000.0,2007.0,2.9,1.85,0.0,0.0,0,4.0,15445460.944444442,9,3
3603,Color,104.0,12793213.0,Comedy|Drama|Romance,4.0,English,R,6000000.0,1988.0,6.2,1.85,0.0,0.0,0,0.0,0.0,0,3
3606,Color,98.0,11797927.0,Comedy|Horror|Thriller,0.0,English,R,6000000.0,1995.0,6.1,1.85,0.0,0.0,0,1.4555555555555555,7563288.333333332,2,3
3608,Color,96.0,11642254.0,Horror|Thriller,1.0,English,X,3000000.0,1989.0,5.2,1.85,0.0,0.0,0,1.5333333333333334,7196444.444444444,4,3
3609,Color,99.0,9203192.0,Comedy|Crime|Drama,1.0,English,PG-13,5000000.0,2011.0,6.8,1.85,16778586.714285713,7.3,7,2.1922222222222225,20064193.888888888,14,2
3611,Color,122.0,8596914.0,Biography|Drama,0.0,English,R,6000000.0,2000.0,7.0,1.85,0.0,0.0,0,2.0444444444444443,7042872.962962963,5,2
3612,Color,101.0,6851636.0,Comedy|Drama|Romance,5.0,English,R,6000000.0,1999.0,5.9,1.85,0.0,0.0,0,4.233333333333333,32744901.11111111,8,2
3613,Color,102.0,11434867.0,Drama|Mystery|Romance|Thriller,1.0,English,PG-13,6000000.0,2012.0,7.1,1.85,0.0,0.0,0,3.5307222222222223,39281955.10277778,40,3
3614,Color,84.0,5895238.0,Comedy|Western,1.0,Spanish,R,6000000.0,2012.0,5.5,2.35,0.0,0.0,0,3.64625,29819301.25972222,25,2
3615,Color,104.0,6670712.0,Comedy|Drama,6.0,English,PG-13,6000000.0,2009.0,7.4,1.85,0.0,0.0,0,0.0,0.0,0,2
3617,Color,94.0,4693919.0,Comedy,0.0,English,R,6500000.0,2008.0,4.6,1.85,0.0,0.0,0,0.0,0.0,0,2
3618,Color,90.0,4859475.0,Drama|Romance,0.0,English,R,6000000.0,1999.0,7.2,1.85,0.0,0.0,0,6.9,52607808.77777778,14,2
3620,Color,90.0,4542775.0,Comedy|Romance,2.0,English,R,6000000.0,2009.0,5.1,1.85,0.0,0.0,0,0.7555555555555555,72624.55555555555,1,2
3621,Color,106.0,3588432.0,Comedy|Drama,4.0,English,R,6000000.0,2014.0,6.7,2.35,26781723.0,7.6,1,3.638888888888889,59428326.66666666,7,2
3624,Color,95.0,3029081.0,Comedy|Drama|Music|Musical,0.0,English,R,6000000.0,2001.0,7.8,1.85,0.0,0.0,0,0.5888888888888889,484111.11111111107,1,2
3625,Color,99.0,3273588.0,Action|Drama,1.0,English,PG-13,6000000.0,1993.0,6.7,1.85,30102717.0,5.5,1,0.0,0.0,0,2
3627,Color,99.0,2207975.0,Drama|History,0.0,English,PG-13,6000000.0,2003.0,7.2,2.35,0.0,0.0,0,3.655555555555556,51070847.0,8,2
3628,Color,95.0,2025238.0,Comedy|Crime|Drama|Thriller,3.0,English,R,6000000.0,2001.0,5.8,1.85,0.0,0.0,0,0.0,0.0,0,2
3631,Color,99.0,2077046.0,Comedy|Drama|Romance,2.0,English,R,6000000.0,2008.0,7.0,2.35,0.0,0.0,0,1.3,10452059.444444444,3,2
3634,Color,107.0,869325.0,Action|Adventure|Fantasy|Sci-Fi,2.0,English,PG-13,6000000.0,1991.0,3.8,1.85,0.0,0.0,0,1.5,12533333.333333336,2,1
3635,Color,90.0,399611.0,Biography|Drama|Sport,2.0,English,PG,6000000.0,2010.0,5.7,1.85,0.0,0.0,0,1.477777777777778,1006761.6111111112,3,1
3637,Color,96.0,115862.0,Drama|Romance,2.0,English,R,6000000.0,2009.0,6.7,2.35,0.0,0.0,0,1.4444444444444446,6534115.222222223,2,1
3639,Color,97.0,117560.0,Drama|Romance,0.0,English,R,6000000.0,2006.0,6.2,1.85,0.0,0.0,0,1.4222222222222225,12936238.388888888,3,1
3642,Color,85.0,36497.0,Comedy,0.0,English,R,6000000.0,2008.0,4.7,1.85,0.0,0.0,0,4.6231481481481485,39436200.73148149,21,1
3647,Color,95.0,65804.0,Crime|Drama|Thriller,1.0,English,R,12000000.0,2012.0,6.3,2.35,0.0,0.0,0,4.489814814814816,32489907.06481481,14,1
3654,Color,115.0,31874869.0,Crime|Mystery|Thriller,0.0,English,R,50000000.0,2002.0,6.1,1.85,14942422.0,5.9,1,2.5185185185185186,14219185.814814815,6,4
3663,Color,141.0,3064356.0,Drama|Romance,6.0,English,PG-13,5600000.0,2002.0,6.9,1.85,7633885.0,7.35,2,1.4222222222222225,11445792.222222222,2,2
3664,Color,95.0,7009668.0,Action|Sport,6.0,English,PG-13,5600000.0,2006.0,2.1,1.85,0.0,0.0,0,0.0,0.0,0,2
3668,Color,129.0,159600000.0,Comedy|Crime|Drama,0.0,English,PG,5500000.0,1973.0,8.3,1.85,102308900.0,8.1,1,0.0,0.0,0,8
3670,Color,116.0,50382128.0,Comedy|Drama|Romance,0.0,English,PG-13,5500000.0,2005.0,5.6,1.85,0.0,0.0,0,0.6555555555555556,2538116.333333333,1,5
3672,Color,90.0,24475193.0,Comedy|Drama|Romance,1.0,English,R,3000000.0,2013.0,6.6,2.35,0.0,0.0,0,4.146961063627732,133836991.84852804,28,4
3674,Color,111.0,6200756.0,Comedy|Drama,0.0,English,R,7000000.0,2001.0,7.4,1.85,0.0,0.0,0,3.8425925925925934,53801880.40740741,12,2
3679,Color,104.0,1056102.0,Crime|Drama|Mystery|Thriller,0.0,English,R,5000000.0,2003.0,6.6,1.85,0.0,0.0,0,0.5722222222222223,5465123.833333333,2,2
3680,Color,120.0,27545445.0,Drama,2.0,English,R,6500000.0,1989.0,7.9,1.85,10841673.0,6.15,2,0.0,0.0,0,4
3681,Color,99.0,56007.0,Comedy|Crime|Drama|Romance|Thriller,3.0,English,R,5500000.0,2001.0,4.9,2.35,1950218.0,5.6,1,3.7018518518518517,33018876.796296302,9,1
3687,Color,96.0,27445.0,Action|Comedy|Drama|Thriller,5.0,English,R,9000000.0,2011.0,5.3,1.85,0.0,0.0,0,1.5388888888888888,2389408.333333333,3,1
3688,Color,96.0,766487.0,Comedy|Romance,4.0,English,R,5250000.0,2007.0,5.0,1.85,0.0,0.0,0,1.4,11210117.777777776,2,1
3696,Color,106.0,83574831.0,Fantasy|Horror|Thriller,0.0,English,PG-13,5000000.0,2013.0,6.6,2.35,39556605.333333336,7.1000000000000005,3,2.9763888888888883,23183593.19444445,12,6
3697,Color,95.0,87025093.0,Horror|Mystery,0.0,English,R,4000000.0,2005.0,6.6,1.85,0.0,0.0,0,2.3222222222222224,14944517.222222226,3,6
3698,Color,104.0,71897215.0,Drama|Horror|Mystery|Sci-Fi|Thriller,0.0,English,PG-13,15000000.0,2016.0,7.3,2.35,0.0,0.0,0,2.9138888888888888,28898685.26851852,20,6
3699,Color,87.0,64267897.0,Comedy|Documentary,0.0,English,R,5000000.0,2002.0,6.6,1.85,0.0,0.0,0,0.0,0.0,0,5
3700,Color,81.0,56536016.0,Horror,0.0,English,PG-13,4900000.0,2016.0,6.9,2.35,0.0,0.0,0,1.974074074074074,17748725.185185187,7,5
3701,Color,94.0,104007828.0,Horror,0.0,English,R,5000000.0,2011.0,5.8,1.85,0.0,0.0,0,0.6333333333333334,9416653.777777778,1,7
3702,Color,89.0,50820940.0,Fantasy|Horror,0.0,English,PG-13,5000000.0,2014.0,4.4,2.35,0.0,0.0,0,1.4763888888888888,12456831.305555554,10,5
3703,Color,88.0,44793200.0,Action|Fantasy|Horror|Thriller,0.0,English,X,4500000.0,1987.0,6.6,1.85,0.0,0.0,0,0.0,0.0,0,5
3704,Color,108.0,43771291.0,Mystery|Thriller,1.0,English,R,5000000.0,2015.0,7.1,2.35,0.0,0.0,0,1.8722222222222225,9967383.833333334,5,5
3706,Color,96.0,53884821.0,Horror,0.0,English,R,5000000.0,2012.0,4.6,1.85,104007828.0,5.8,1,0.0,0.0,0,5
3707,Color,135.0,36000000.0,Drama|History,1.0,English,Unrated,5000000.0,1953.0,6.8,2.2,0.0,0.0,0,0.0,0.0,0,4
3709,Color,93.0,34872293.0,Comedy|Fantasy|Horror|Thriller,0.0,English,R,8500000.0,1991.0,4.9,1.85,0.0,0.0,0,2.4259259259259256,12554795.74074074,5,4
3710,Color,109.0,34468224.0,Biography|Crime|Drama|Thriller,2.0,English,R,4500000.0,2003.0,7.3,1.85,0.0,0.0,0,2.783333333333333,12555126.51851852,12,4
3712,Color,101.0,32453345.0,Fantasy|Horror|Thriller,0.0,English,R,5000000.0,2014.0,5.0,1.78,0.0,0.0,0,0.6333333333333334,9416653.777777778,1,4
3714,Color,117.0,27296514.0,Biography|Drama,0.0,English,R,5000000.0,2013.0,8.0,2.35,0.0,0.0,0,6.847619047619048,80261154.26719576,34,4
3715,Color,83.0,25799043.0,Horror|Sci-Fi|Thriller,0.0,English,PG-13,3300000.0,2015.0,5.2,2.35,0.0,0.0,0,3.4981481481481485,18325111.740740746,12,4
3716, Black and White,113.0,25530884.0,Mystery|Thriller,0.0,English,R,9000000.0,2000.0,8.5,2.35,0.0,0.0,0,0.0,0.0,0,4
3717,Color,104.0,27689474.0,Horror|Mystery,0.0,English,R,5000000.0,2013.0,6.5,2.35,0.0,0.0,0,0.7444444444444444,1364322.833333333,2,4
3718, Black and White,97.0,24138847.0,Comedy,3.0,English,R,5000000.0,2006.0,7.4,1.85,17209523.666666668,7.133333333333333,6,5.786111111111111,22885500.38888889,11,4
3720,Color,103.0,21501098.0,Comedy|Drama,1.0,English,PG-13,5000000.0,2013.0,7.4,1.85,0.0,0.0,0,2.8794444444444447,55415308.33333334,13,4
3721,Color,94.0,19281235.0,Comedy|Drama|Music|Romance,0.0,English,R,5000000.0,1991.0,5.1,1.85,0.0,0.0,0,2.1888888888888887,6502427.333333332,3,3
3723,Color,77.0,19421271.0,Animation|Comedy|Family,1.0,English,G,5000000.0,1999.0,5.0,1.33,0.0,0.0,0,1.2527777777777778,18880896.75,5,3
3724,Color,134.0,20733485.0,Drama,1.0,English,PG-13,5000000.0,1997.0,7.2,1.85,0.0,0.0,0,0.7999999999999999,3688888.8888888885,1,4
3726,Color,90.0,24809547.0,Comedy|Drama,1.0,English,R,5000000.0,2011.0,6.4,1.85,0.0,0.0,0,5.669642857142858,50853713.5787037,33,4
3728,Color,104.0,23031390.0,Comedy|Drama,9.0,English,R,4500000.0,1998.0,5.6,1.85,0.0,0.0,0,0.7555555555555555,636789.2222222221,1,4
3729,Color,95.0,16017403.0,Drama|Romance|Thriller,2.0,English,R,5000000.0,2001.0,6.2,1.85,0.0,0.0,0,3.65,16334860.907407407,8,3
3730,Color,93.0,21197315.0,Horror|Mystery|Thriller,0.0,English,R,5000000.0,2014.0,6.1,1.85,32637493.0,6.15,2,1.3888888888888893,10698008.555555556,2,4
3731,Color,106.0,17382982.0,Drama|Thriller,0.0,Spanish,R,5000000.0,2014.0,5.2,1.85,30222640.0,5.3,1,1.2666666666666668,8372292.777777777,4,3
3732,Color,109.0,14821531.0,Drama,2.0,English,R,6000000.0,1997.0,7.3,1.85,0.0,0.0,0,0.9333333333333332,6167680.222222223,2,3
3733,Color,101.0,18656400.0,Drama,1.0,English,PG-13,5000000.0,2014.0,7.5,1.85,1689999.0,7.1,1,4.754444444444443,53763047.24444444,21,3
3736,Color,100.0,14343976.0,Adventure|Horror,0.0,English,R,5000000.0,1989.0,4.5,1.85,0.0,0.0,0,0.5888888888888889,2130000.111111111,1,3
3737,Color,95.0,241437427.0,Comedy|Family|Romance,3.0,English,PG,5000000.0,2002.0,6.6,1.85,0.0,0.0,0,0.6222222222222221,1446583.666666667,1,9
3738,Color,94.0,14123773.0,Crime|Drama,4.0,English,R,5000000.0,2012.0,5.3,2.35,0.0,0.0,0,2.6952380952380954,35317252.428571425,16,3
3739,Color,93.0,15126948.0,Horror|Thriller,0.0,English,R,5000000.0,1995.0,4.9,1.85,0.0,0.0,0,1.8500000000000003,7732647.777777779,6,3
3742,Color,82.0,13350177.0,Drama|Horror|Thriller,5.0,English,PG-13,5000000.0,2008.0,3.8,1.85,0.0,0.0,0,0.0,0.0,0,3
3743,Color,135.0,13269963.0,Drama|Mystery,2.0,English,R,5000000.0,1996.0,7.6,2.35,0.0,0.0,0,0.0,0.0,0,3
3744,Color,88.0,17768000.0,Horror|Thriller,0.0,English,R,5000000.0,1988.0,5.9,1.85,0.0,0.0,0,0.8777777777777779,5222222.222222222,3,3
3745,Color,89.0,12947763.0,Horror|Mystery,0.0,English,R,5000000.0,1986.0,6.2,2.35,0.0,0.0,0,0.9444444444444444,23401084.66666667,1,3
3746,Color,110.0,14100000.0,Comedy|Drama,6.0,English,R,5000000.0,1982.0,7.2,1.85,0.0,0.0,0,0.5,222222.22222222228,1,3
3747,Color,107.0,12200000.0,Action|Crime|Drama|Thriller|Western,0.0,English,PG,5000000.0,1983.0,6.3,1.85,0.0,0.0,0,0.8222222222222223,3627.222222222222,1,3
3748,Color,86.0,17683670.0,Horror|Mystery|Sci-Fi|Thriller,0.0,English,PG-13,5000000.0,2011.0,5.2,1.33,0.0,0.0,0,0.0,0.0,0,3
3749,Color,91.0,12055108.0,Comedy|Drama,0.0,English,R,8000000.0,2008.0,6.9,2.35,0.0,0.0,0,4.75,42311564.333333336,9,3
3750,Color,103.0,27285953.0,Action|Thriller,0.0,English,R,5000000.0,2015.0,6.8,1.85,28824100.33333333,6.133333333333333,3,0.0,0.0,0,4
3754,Color,99.0,10572742.0,Drama|Romance,1.0,English,PG-13,8000000.0,2009.0,6.1,1.85,0.0,0.0,0,3.2222222222222214,7370470.777777777,6,3
3757,Color,82.0,9628751.0,Action|Adventure|Animation|Family|Sci-Fi,0.0,English,PG,5000000.0,2000.0,5.9,1.85,0.0,0.0,0,0.0,0.0,0,2
3758,Color,92.0,8786715.0,Comedy|Drama,5.0,English,PG-13,5000000.0,2004.0,6.9,1.85,0.0,0.0,0,2.1477777777777782,16041534.877777778,9,2
3761,Color,90.0,6755271.0,Horror|Thriller,4.0,English,R,5000000.0,2001.0,5.3,1.85,0.0,0.0,0,2.1111111111111107,18598988.55555556,3,2
3763,Color,150.0,6157157.0,Comedy|Drama,1.0,English,PG-13,5000000.0,1989.0,7.0,1.85,0.0,0.0,0,0.0,0.0,0,2
3765,Color,91.0,5480318.0,Comedy|Drama,0.0,English,R,5000000.0,1998.0,6.6,1.85,0.0,0.0,0,0.7555555555555555,1079386.8888888888,1,2
3767,Color,95.0,5308707.0,Comedy|Crime|Drama|Thriller,2.0,English,R,5000000.0,2001.0,6.4,1.85,0.0,0.0,0,2.685185185185185,18382104.962962966,9,2
3773,Color,110.0,4040588.0,Comedy|Drama,0.0,English,PG-13,5000000.0,2008.0,6.8,2.35,0.0,0.0,0,1.5305555555555557,14192267.722222222,6,2
3776,Color,121.0,4700361.0,Drama,0.0,English,PG-13,5000000.0,2015.0,4.6,2.35,4467453.0,6.666666666666668,3,2.2722222222222226,44745180.25925925,8,2
3777,Color,97.0,2711210.0,Comedy|Drama,1.0,English,R,5000000.0,2010.0,6.4,2.35,0.0,0.0,0,4.267777777777779,51495457.08703704,34,2
3778,Color,116.0,1980338.0,Comedy|Crime|Drama|Mystery|Thriller,2.0,English,R,5000000.0,1998.0,7.0,1.85,0.0,0.0,0,1.866666666666667,5879938.555555556,3,2
3780,Color,103.0,1100000.0,Crime|Drama,0.0,English,R,5000000.0,1992.0,6.8,1.85,0.0,0.0,0,0.9111111111111109,1531426.4444444443,1,2
3781,Color,112.0,2445646.0,Biography|Crime|Drama|Mystery|Thriller,1.0,English,R,5000000.0,2014.0,7.0,2.35,1141829.0,7.2,1,3.0462962962962963,23313220.074074075,10,2
3782,Color,91.0,2221809.0,Drama,0.0,English,PG-13,5000000.0,2010.0,7.0,1.85,2506729.5,7.15,2,3.7277777777777783,18856886.111111112,9,2
3783,Color,98.0,296665.0,Biography|Crime|Drama|Thriller,1.0,English,R,5000000.0,2003.0,6.3,1.85,0.0,0.0,0,2.0472222222222225,20862131.80555556,6,1
3784,Color,95.0,3219029.0,Crime|Horror|Music|Thriller,0.0,English,R,5000000.0,2015.0,7.1,2.35,258113.0,7.1,1,2.6425925925925933,5485750.740740742,8,2
3787,Color,91.0,1040879.0,Comedy|Crime|Drama,0.0,English,R,7000000.0,1996.0,7.1,1.85,0.0,0.0,0,0.0,0.0,0,2
3788,Color,97.0,326308.0,Crime|Drama|Thriller,3.0,English,R,5000000.0,1996.0,6.1,2.35,0.0,0.0,0,3.766666666666667,21359206.444444444,7,1
3793,Color,90.0,124720.0,Drama|Romance,0.0,English,PG,5000000.0,2008.0,7.3,1.85,0.0,0.0,0,5.361111111111111,28152587.87037037,15,1
3795,Color,90.0,99147.0,Drama,3.0,English,R,2000000.0,1998.0,6.2,1.85,334041.0,6.5,1,2.4,8215494.5,4,1
3798,Color,90.0,65087.0,Crime|Thriller|War,0.0,English,R,5000000.0,2007.0,6.2,1.85,67380678.85714285,6.842857142857143,7,0.0,0.0,0,1
3821,Color,148.0,24475416.0,Drama,0.0,English,R,890000.0,1996.0,8.0,1.85,0.0,0.0,0,2.3722222222222222,23438013.203703698,7,4
3823,Color,93.0,47277326.0,Horror,0.0,English,R,4800000.0,2005.0,5.9,2.35,0.0,0.0,0,1.3777777777777775,8140036.583333332,5,5
3825,Color,121.0,1729969.0,Drama|Thriller,0.0,English,R,5000000.0,2011.0,7.4,2.35,0.0,0.0,0,2.7555555555555564,4054207.111111112,4,2
3826,Color,118.0,1705139.0,Fantasy|Horror|Mystery|Thriller,0.0,English,R,4700000.0,1988.0,6.7,1.85,0.0,0.0,0,0.8222222222222223,7277777.777777777,1,2
3829,Color,101.0,8025872.0,Comedy|Horror,3.0,English,X,4700000.0,1986.0,5.5,1.85,53729500.0,7.45,4,0.0,0.0,0,2
3841,Color,96.0,81200000.0,Comedy,0.0,English,R,4500000.0,1984.0,6.7,1.85,0.0,0.0,0,0.65,894444.4444444445,2,6
3846,Color,108.0,13060843.0,Drama,0.0,English,R,15000000.0,2002.0,7.7,2.35,18251504.75,6.6416666666666675,12,3.6088888888888886,20267341.844444446,11,3
3848,Color,109.0,3798532.0,Crime|Drama|Romance|Thriller,0.0,English,R,4500000.0,1996.0,7.4,1.85,0.0,0.0,0,0.0,0.0,0,2
3849,Color,102.0,3609278.0,Drama,0.0,English,R,4500000.0,2000.0,8.4,1.37,3216970.0,7.5,1,2.3722222222222222,33251137.22222222,5,2
3854,Color,133.0,727883.0,Drama|Sci-Fi|Thriller,1.0,English,R,4500000.0,2001.0,8.1,2.35,0.0,0.0,0,1.6555555555555557,37727573.55555556,3,1
3857,Color,106.0,410241.0,Comedy|Crime|Drama,0.0,English,R,2000000.0,2002.0,6.8,1.85,0.0,0.0,0,0.0,0.0,0,1
3865,Color,104.0,108229.0,Drama|Horror|Mystery|Thriller,1.0,English,R,4500000.0,2009.0,5.9,2.35,0.0,0.0,0,3.085185185185185,50056875.25925926,13,1
3867,Color,133.0,112000000.0,Drama,0.0,English,R,4400000.0,1975.0,8.7,1.85,0.0,0.0,0,0.0,0.0,0,7
3879,Color,111.0,34964818.0,Adventure|Family|Fantasy,4.0,English,PG,150000000.0,2015.0,5.8,2.35,40247512.0,6.8,1,3.1657407407407416,55106787.48148149,16,4
3886,Color,90.0,101055.0,Horror,0.0,English,R,4000000.0,2009.0,5.0,2.35,952620.0,5.7,1,1.3407407407407408,4246405.481481482,4,1
3888,Color,101.0,44566004.0,Drama,0.0,English,R,4000000.0,2003.0,7.8,1.85,4859475.0,7.2,1,2.3679894179894183,10893255.11904762,18,5
3889,Color,93.0,39200000.0,Comedy|Romance,0.0,English,PG,4000000.0,1977.0,8.1,1.37,0.0,0.0,0,0.0,0.0,0,4
3890,Color,152.0,36000000.0,Drama|Family|Romance,0.0,English,Not Rated,4000000.0,1952.0,6.7,1.37,0.0,0.0,0,0.0,0.0,0,4
3892,Color,112.0,31252964.0,Drama|Romance,1.0,English,R,4000000.0,2001.0,7.1,2.35,0.0,0.0,0,3.016666666666667,39464331.61111111,6,4
3893,Color,95.0,131175.0,Drama|Horror,2.0,English,PG-13,8500000.0,2015.0,5.6,2.35,0.0,0.0,0,1.522222222222222,14348088.0,2,1
